Kanji,YuetPing
㺩,gau
㺵,gau
䃓,gau
䆒,gau
䊆,gau
䝭,gau
䦰,gau
䧱,gau
䬨,gau
䰗,gau
䲥,gau
䲫,gau
丩,gau
久,gau
乆,gau
九,gau
乣,gau
佝,gau/kau/keoi
倃,gau/zaa
傋,gau/gong
冓,gau/kau
勼,gau/kau
勾,gau/ngau
匓,gau
匛,gau
匶,gau
厩,gau
句,gau/geoi/ngau
咎,gau/gou
嚿,gau
坸,gau
垢,gau/hau
够,gau
夠,gau
奺,gau
姤,gau
媾,gau/kau
岣,gau
廄,gau
廏,gau
廐,gau
彀,gau
慦,gau
捄,gau/geoi/kau
搆,gau/kau
摎,gau/lau
撀,gau
救,gau
朻,gau
杦,gau
枸,gau/geoi
柩,gau
柾,gau
構,gau/kau
樛,gau/kau
氿,gau/gwai
泃,gau/geoi/keoi
溝,gau/kau
灸,gau
煹,gau
牞,gau/kau
狗,gau
玖,gau
玽,gau
疚,gau
穀,gau/guk/huk
究,gau
笱,gau
篝,gau/kau
簼,gau/kau
粂,gau
糺,gau
紤,gau
緱,gau/kau
耇,gau
耈,gau
耉,gau
肍,gau
舊,gau
舏,gau
芶,gau
苟,gau/gik
萛,gau
袧,gau
覯,gau/kau
訽,gau
詬,gau/kau
豿,gau
購,gau/kau
遘,gau/kau
鈎,gau/ngau
鉤,gau/ngau
镹,gau
雊,gau
鞲,gau/kau
韝,gau/kau
韭,gau
韮,gau
鬮,gau/kau
鳩,gau/kau
龜,gau/gwai/gwan/kau
𠴰,gau
𤄄,gau
𤨣,gau
𨳊,gau
𨷺,gau
犭,gau zaau bin
嘅,ge/koi
𠸏,ge
㒫,gei
㙋,gei
㙨,gei
㚡,gei
㚦,gei
㞆,gei
㞛,gei
㞦,gei
㠱,gei
㡬,gei
㥍,gei
㫷,gei
㼄,gei
㽶,gei
䇫,gei
䋟,gei
䐀,gei
䓽,gei
䗁,gei
䛋,gei
䛴,gei
䝸,gei
䟇,gei
䟚,gei
䡄,gei
䢋,gei
䢎,gei
䢳,gei
䤒,gei
䥓,gei
䩭,gei
丌,gei/kei
乩,gei
伎,gei/kei
僟,gei
其,gei/kei
冀,gei/kei
几,gei
刉,gei
刏,gei
剞,gei
吱,gei/zi
唭,gei/kei
嘰,gei/gi
坖,gei
垍,gei
基,gei
塈,gei/hei/kei
墍,gei/hei/kei
奇,gei/kei
妀,gei
妓,gei
姬,gei
寄,gei
居,gei/geoi
巬,gei
己,gei
幾,gei
庋,gei/gwai
庪,gei/gwai
徛,gei/kei
忌,gei
忮,gei/zi
惎,gei
懻,gei
技,gei
掎,gei
敧,gei/ji
旡,gei
既,gei
旣,gei
暨,gei/kei
朞,gei
期,gei/kei
机,gei
杞,gei/hei
梞,gei
槣,gei
機,gei
洎,gei/kei
犄,gei/ji
璣,gei
畸,gei/kei
畿,gei/kei
碁,gei/kei
磯,gei
禨,gei
稘,gei
稩,gei
穊,gei/kei
穖,gei
箕,gei
簊,gei
紀,gei
羇,gei
羈,gei
耭,gei
肌,gei
臮,gei/kei
芰,gei
萁,gei/kei
蔇,gei
虮,gei
蟣,gei/kei
褀,gei
覉,gei
覊,gei
覬,gei/kei
觭,gei/kei
記,gei
誋,gei
諅,gei
譏,gei
貄,gei/sei/si
跽,gei
踑,gei/kei
踦,gei/hei/ji/kei
躸,gei
邔,gei/hei
鄿,gei/kei
錤,gei
鐖,gei
鞿,gei
飢,gei
饑,gei
騎,gei/ke/kei
驥,gei/kei
鬾,gei
魢,gei
鱀,gei/kei
鵋,gei
麂,gei
𡏾,gei
𡜱,gei
𡡤,gei
𢖯,gei
𣊉,gei
𣻺,gei
𤨥,gei
𥕛,gei
𧝞,gei
𧪄,gei
𨥈,gei
𩥉,gei
擏,geng/king
猄,geng
獍,geng/ging
鏡,geng
頚,geng
頸,geng
驚,geng/ging
𢠃,geng
㐦,geoi
㝒,geoi
㞐,geoi
㠪,geoi
㨿,geoi
㩀,geoi
㩮,geoi
㪯,geoi
䄔,geoi
䅓,geoi
䅕,geoi
䈮,geoi
䛯,geoi
䝻,geoi
䢹,geoi
䣰,geoi
䱟,geoi
䵕,geoi
䶙,geoi
䶚,geoi
乬,geoi
俱,geoi/keoi
倨,geoi
偊,geoi/jyu
具,geoi
凥,geoi
勮,geoi
壉,geoi
姖,geoi
婮,geoi
寠,geoi/lau
屨,geoi
岠,geoi/keoi
崌,geoi
巨,geoi
巪,geoi
弆,geoi
怇,geoi
愳,geoi
懅,geoi/keoi
懼,geoi
拠,geoi
挙,geoi
据,geoi
據,geoi
擧,geoi
昛,geoi
柜,geoi/gwai
椇,geoi
椐,geoi
榘,geoi
櫃,geoi/gwai
櫸,geoi
欅,geoi
歫,geoi
洰,geoi
涺,geoi
澽,geoi
炬,geoi
烥,geoi
犋,geoi
琚,geoi
眗,geoi
矩,geoi
秬,geoi
窶,geoi/lau
竘,geoi/keoi
竬,geoi
筥,geoi
簴,geoi
籧,geoi/keoi
粔,geoi
翑,geoi/jyu/keoi
耟,geoi
聥,geoi
腒,geoi/keoi
舉,geoi
艍,geoi
苣,geoi
莒,geoi
萭,geoi/jyu
蒟,geoi
虡,geoi
蚷,geoi
蜛,geoi
蝺,geoi/jyu
螶,geoi/keoi
衐,geoi
裾,geoi
襷,geoi
詎,geoi
豦,geoi/keoi
貗,geoi
距,geoi/keoi
踞,geoi
踽,geoi
躆,geoi
遽,geoi
邭,geoi
鄅,geoi/jyu
醵,geoi/kek/koek
鉅,geoi
鋦,geoi/guk
鋸,geoi/goe/guk
鐻,geoi/keoi
颶,geoi
駏,geoi
鮈,geoi/keoi
鮔,geoi
鶋,geoi
齲,geoi
𡤒,geoi
𣁄,geoi
𤉸,geoi
𥳁,geoi
𦥑,geoi/guk/pau
𦲂,geoi
𦵑,geoi
𩗗,geoi
𩤅,geoi
喼,gep/gip/kep/kip
𠼻,gi
㥛,gik
㦘,gik
㦸,gik
㭲,gik
㯤,gik
㻤,gik
㻷,gik
䁶,gik
䓧,gik
䩯,gik
丮,gik
亟,gik/kei
墼,gik
憿,gik/giu
戟,gik
撃,gik
撠,gik
撽,gik/haau
擊,gik
极,gik/kap
棘,gik/kik
極,gik
橶,gik
殛,gik
毄,gik/hek
激,gik
焏,gik
犱,gik
獥,gik/giu/hat
茍,gik
蕀,gik
襋,gik
譤,gik
谻,gik/goek
轚,gik
鸄,gik
㻩,gim
䈩,gim
䭠,gim
䯡,gim
倹,gim
儉,gim
兼,gim
剣,gim
剱,gim
劍,gim
劎,gim
劒,gim
劔,gim
搛,gim/lim
撿,gim
検,gim
檢,gim
瞼,gim/lim
籡,gim
縑,gim
蒹,gim
趝,gim
鰜,gim
鶼,gim
𥡝,gim
㑠,gin
㔓,gin
㡉,gin
㩃,gin
㸫,gin
䄯,gin
䅐,gin
䇟,gin
䋗,gin
䌑,gin
䑷,gin
䟰,gin
䭈,gin
䮿,gin
䵤,gin
䶬,gin
件,gin
健,gin
堅,gin
寋,gin
幵,gin/hin
建,gin
弿,gin
徤,gin
惤,gin
揵,gin/kin
搴,gin/hin
旔,gin
楗,gin
樫,gin
橏,gin/zin
毽,gin/jin
湕,gin
熞,gin
犍,gin/kin
猏,gin
睷,gin
肩,gin
腱,gin
菺,gin
藆,gin
見,gin/jin
謇,gin/hin
豜,gin
豣,gin
踺,gin
蹇,gin/hin/zin
鈃,gin/jing
銒,gin/jing
鋻,gin
鍵,gin
鑳,gin
靬,gin
鞬,gin
餰,gin/zin
鰎,gin
鰹,gin
鳽,gin/hang/zin
鵳,gin
麉,gin
𡠩,gin
𣴓,gin
𣻹,gin
𤧣,gin
𧜶,gin
𨫡,gin
㘫,ging
㜔,ging
㥤,ging
㬌,ging
㮗,ging
䃄,ging
䔔,ging
䜘,ging
京,ging/jyun
亰,ging
仱,ging/kim
俓,ging
倞,ging/loeng
儆,ging
兢,ging
剄,ging
劤,ging
勁,ging
坕,ging
坙,ging
境,ging
婛,ging
巠,ging
幜,ging
弳,ging
徑,ging
惊,ging/loeng
憬,ging
憼,ging
敬,ging
景,ging/jing
暻,ging
曔,ging
桱,ging
涇,ging
澋,ging/wang
烴,ging/ting
燝,ging
璄,ging
璟,ging
璥,ging
痙,ging
矜,ging/gwaan/kam/kan
矝,ging
竟,ging
競,ging
竸,ging
経,ging
經,ging
脛,ging/hing
荊,ging
莖,ging/hang
葝,ging/king
蟼,ging
誩,ging
警,ging
踁,ging/hing
鵛,ging
鶁,ging
鹶,ging
麖,ging
麠,ging
𠎠,ging
𠗊,ging
𠾶,ging
𡡡,ging
㤼,gip
㥘,gip
䀷,gip
䂶,gip
䛟,gip
刦,gip
刧,gip
刼,gip
劫,gip
抾,gip/keoi
拾,gip/sap/sip
昅,gip
歮,gip
渋,gip
澀,gip/saap/sap/sik
濇,gip/saap/sap/sik
瀒,gip
狹,gip/haap/hap
硤,gip/haap/hap
篋,gip/haap/hip
蜐,gip
衱,gip/git
鉣,gip
陜,gip/haap
鵖,gip
𠲵,gip
𧉧,gip/heoi
㓗,git
㘶,git
㛃,git
㪴,git
㮖,git
㮮,git
䅥,git
䥛,git
傑,git
圿,git
孑,git/kit
岊,git/zit
嵥,git
忦,git
扴,git
搩,git
擷,git/kit
杰,git
桀,git
桝,git
楬,git/hap/hat/kit
榤,git
櫭,git
洁,git
洯,git/kit
滐,git
潔,git
絜,git/kit
羯,git/kit
袺,git
訐,git/kit
迼,git
鍻,git
頡,git/kit
魝,git
鮚,git
𠎀,git
𠎧,git
𠹳,git
𡩣,git
𤌴,git
𤩦,git
𦵴,git
㟕,giu
㠐,giu
㤭,giu
㰾,giu
䘨,giu
䚩,giu
䥞,giu
䮦,giu
䱁,giu
僥,giu/hiu/jiu
儌,giu/hiu
叫,giu
呌,giu
嘂,giu
嘄,giu/hiu/tou
噭,giu/kiu
嬌,giu
嬓,giu
孂,giu
嶠,giu/kiu
徼,giu/hiu/jiu
憍,giu
撟,giu
撬,giu/hiu
敫,giu
敽,giu
敿,giu
暞,giu
曒,giu
澆,giu/hiu/jiu/ngou
璬,giu
矯,giu/kiu
穚,giu
簥,giu
繳,giu/zoek
翹,giu/hiu/kiu
臫,giu
蟂,giu
蟜,giu
訆,giu
譑,giu
譥,giu
蹻,giu/goek/hiu/kiu/koek
轎,giu/kiu
驕,giu
鱎,giu
鴵,giu
鷮,giu
㗻,go
㢦,go
㤎,go
㽿,go/gwo
䔅,go
个,go
個,go
咊,go/gwo/wo/wu
哥,go
哿,go/ho
嗰,go
彁,go
戨,go
旮,go/kaa
楇,go/gwo
歌,go
淉,go/gun/gwo
渮,go/ho
滒,go
牁,go/ho/o
牫,go
犵,go/hat
笴,go/gon/gou
箇,go
綶,go/gwo
舸,go/ho
菏,go/ho
謌,go
鈛,go/gwo
鎶,go
魺,go/ho
𠯫,go/gwo
𠵩,go
𡟵,go
𩼣,go/gwo
𩾷,go/gwo
啹,goe/koe
𢤹,goe
匷,goek/keoi
屩,goek
屫,goek
脚,goek
腳,goek/gok
踋,goek
㳾,goeng
㹔,goeng
䋌,goeng
䕬,goeng
䗵,goeng
傹,goeng
僵,goeng
勥,goeng
唴,goeng
嗴,goeng
壃,goeng
姜,goeng
弶,goeng/koeng/zoeng
強,goeng/koeng
强,goeng/koeng
彊,goeng/koeng
慶,goeng/hing
橿,goeng
殭,goeng
溬,goeng
犟,goeng
猐,goeng
獇,goeng
畕,goeng
畺,goeng
疅,goeng
疆,goeng
礓,goeng
糡,goeng
糨,goeng/zoeng
繮,goeng
羌,goeng
羗,goeng
翞,goeng
葁,goeng
蔃,goeng/koeng
薑,goeng
蜣,goeng
韁,goeng
𡟜,goeng
𣚦,goeng
𦍑,goeng
㧉,goi
㨟,goi
㯼,goi
㱾,goi
䀭,goi
䐩,goi
䪱,goi
䬵,goi
丐,goi/koi
乢,goi
侅,goi
剴,goi/hoi
垓,goi
姟,goi
峐,goi
忋,goi
扢,goi/gwat/hei/ngat
摡,goi/hei
改,goi
晐,goi
概,goi/koi
溉,goi/koi
瓂,goi
畡,goi
祴,goi
絠,goi
絯,goi/haai
胲,goi/haai/hoi
荄,goi
該,goi
豥,goi/haai
賅,goi
賌,goi
郂,goi
閡,goi/hat/ngoi
阣,goi/ngat
陔,goi
隑,goi/kei
頦,goi/hoi
𡀲,goi
㬑,gok/gwok
䁷,gok
䇶,gok
䡈,gok
䧄,gok
䧐,gok/gwok
䬎,gok/gwok
傕,gok
各,gok
咯,gok/haak/kat/lo/lok
囯,gok/gwok
囶,gok/gwok
囻,gok/gwok
圀,gok/gwok
埆,gok/kok
崅,gok
捔,gok
搉,gok/kok
擱,gok
敋,gok
斍,gok
桷,gok
梏,gok/guk
榷,gok/kok
櫊,gok
玨,gok
珏,gok
瑴,gok
硌,gok/lok
覐,gok
覚,gok
角,gok/luk
郝,gok/kok
鉻,gok/lok
閣,gok
鵤,gok
龣,gok
𤤴,gok
𤦂,gok/gwok
𧢲,gok
𧰒,gok/gwok
㶥,gon
㿻,gon
䧲,gon
䯎,gon
䵟,gon
乹,gon/kin
乾,gon/kin
亁,gon
仠,gon
倝,gon
干,gon
幹,gon/hon
忓,gon
扞,gon/hon
擀,gon
攼,gon/hon
旰,gon/hon
杆,gon
桿,gon
榦,gon/hon
檊,gon
漧,gon
玕,gon
癷,gon
皯,gon
盰,gon
矸,gon/hon
稈,gon
竿,gon
筸,gon
簳,gon
肝,gon
芉,gon
虷,gon/hon
衦,gon
赶,gon
趕,gon
迀,gon
酐,gon/hong
阬,gon/gong/haang/kong
骭,gon/haan
鳱,gon/hon
龫,gon
𠏉,gon
𣔼,gon
㓻,gong
㟠,gong
㟵,gong
㤮,gong/gwong
㫛,gong/gwong
㭃,gong
㹰,gong/gwong
㼅,gong/gwong
㼚,gong
㽘,gong
㿠,gong/gwong
䇊,gong/gwong
䌉,gong
䒮,gong
䚗,gong
䜫,gong
䜶,gong
䴚,gong
亢,gong/kong
佭,gong
侊,gong/gwong
僙,gong/gwong
冮,gong
剛,gong
堈,gong
堽,gong
夅,gong
姯,gong/gwong
岡,gong
崗,gong
広,gong/gwong
扛,gong/kong
掆,gong
摃,gong
杠,gong
杢,gong
棡,gong
槓,gong/gung/lung
江,gong
洚,gong/hong/hung
港,gong
灮,gong/gwong
炗,gong/gwong
炛,gong/gwong
焵,gong
焹,gong
牨,gong
犅,gong
玒,gong/gung/hung
瓨,gong
疘,gong
矼,gong/hong
碙,gong
絳,gong
綱,gong
缸,gong
罁,gong
罡,gong
耩,gong
肛,gong
肮,gong/hong/ong
舡,gong/hong/syun
苀,gong/hong
茳,gong
螯,gong/ngou
袶,gong
講,gong
豇,gong
輄,gong/gwong
迒,gong/hong/laang
釭,gong/gung
鋼,gong
鎠,gong
降,gong/hong
顜,gong
魧,gong/hong
黆,gong/gwong
𡶶,gong
𢜟,gong
𣷣,gong
𤈛,gong/gwong
𥙑,gong/gwong
𧊵,gong
𩄐,gong
𩑈,gong/gwong
𩧉,gong/gwong
𪇵,gong/gwong
㖵,got
㵧,got
䈓,got
割,got
嶱,got/ho
獦,got/hot/lip
葛,got
輵,got
轕,got
騔,got
㗝,gou
㙱,gou
㚏,gou
㚖,gou
㟸,gou
㤒,gou
㰏,gou
㵆,gou
㾸,gou
䆁,gou
䓘,gou
䔌,gou
䚌,gou
䣗,gou
䯻,gou
吿,gou/guk
告,gou/guk
夰,gou
暠,gou/hou
杲,gou
槀,gou
槁,gou
槔,gou
槹,gou
橰,gou
檺,gou
櫜,gou
滜,gou
皋,gou
皐,gou
皓,gou/hou
睪,gou/jik/zaak
睾,gou
稁,gou
稾,gou
稿,gou
筶,gou
篙,gou
糕,gou
縞,gou
羔,gou
羙,gou
膏,gou
臯,gou
菒,gou
藁,gou
藳,gou
誥,gou
郜,gou
鋯,gou
鎬,gou/hou
韟,gou
餻,gou
高,gou
髙,gou
鷎,gou
鷱,gou
鼛,gou
𣉞,gou
𣓌,gou
𦤎,gou
𦤑,gou
𧀎,gou
㑬,gu
㖛,gu
㚉,gu
㣨,gu
㧽,gu
㴌,gu
㵈,gu
㼋,gu
㽽,gu
䀇,gu
䀦,gu
䉉,gu
䍛,gu
䐻,gu
䑩,gu
䓢,gu
䧸,gu
估,gu
僱,gu
凅,gu
古,gu
呱,gu/gwaa/waa
咕,gu
固,gu
堌,gu
夃,gu/jing
姑,gu
嫴,gu
孤,gu
崓,gu
崮,gu
怘,gu
故,gu
果,gu/gwo
柧,gu
棝,gu
沽,gu
泒,gu
牯,gu
狜,gu
痼,gu
皷,gu
皼,gu
盬,gu
瞽,gu
祻,gu
稒,gu
箛,gu/ku
罛,gu
罟,gu
羖,gu
股,gu
臌,gu
苽,gu
菇,gu
菰,gu
薣,gu
蛄,gu
蛌,gu
蠱,gu
觚,gu
詁,gu
軱,gu
軲,gu
轂,gu/guk
辜,gu
酤,gu/wu
鈲,gu
鈷,gu
錮,gu
雇,gu
頋,gu
顧,gu
鮕,gu
鯝,gu
鴣,gu
鼓,gu
鼔,gu
𠵎,gu
𡦈,gu
𥑮,gu
𥥖,gu
𦍩,gu
𦙶,gu
𦱄,gu
䏗,gui
䐴,gui
攰,gui
椢,gui
癐,gui/wai
𣪘,gui
㘲,guk
㥌,guk
㩴,guk
㮂,guk
㯏,guk
㹼,guk
㽤,guk
䀰,guk
䋰,guk
䎤,guk
䏱,guk
䐨,guk
䕮,guk
䗇,guk
䜯,guk
䜼,guk
䡞,guk
䪕,guk
䱡,guk
䳔,guk
䶜,guk
侷,guk
俈,guk
匊,guk
唂,guk
唃,guk
嚳,guk/kuk
婅,guk
局,guk
巈,guk
挶,guk
掬,guk
梮,guk
椈,guk
榖,guk
檋,guk
毩,guk
毱,guk
泦,guk
淗,guk
濲,guk
瀔,guk
焅,guk
焗,guk
牿,guk
祰,guk/haau
粷,guk
糓,guk
菊,guk
蓔,guk/jiu
蘜,guk
諊,guk
谷,guk/juk/luk
趜,guk/kau/kuk
跼,guk
踘,guk
躹,guk
軗,guk/syu
輂,guk
逧,guk
鋊,guk/juk
閰,guk
陱,guk
鞠,guk
鞫,guk
駶,guk
驧,guk
鵠,guk/huk
鵴,guk
麯,guk/kuk
麴,guk/kuk
麹,guk/kuk
𡡣,guk
𣚭,guk
㮡,gun
㴦,gun
䏓,gun
䗆,gun
䗰,gun
䘾,gun
䝺,gun
䦎,gun
䩪,gun
䪀,gun
䲘,gun
倌,gun
冠,gun
官,gun
悹,gun
悺,gun
斡,gun/waat/wo
朊,gun/jyun
棺,gun
樌,gun
欟,gun
毌,gun
泴,gun
涫,gun
潅,gun
灌,gun
爟,gun
琯,gun
璭,gun
瓘,gun
痯,gun
矔,gun
礶,gun
祼,gun
窤,gun
筦,gun
管,gun
罆,gun
罐,gun
脘,gun/wun
舘,gun
莞,gun/gwaan/wun
萖,gun
蒄,gun
覌,gun
観,gun
觀,gun
貫,gun/gwaan
輨,gun
錧,gun
鏆,gun
鑵,gun
館,gun
鱹,gun
鸛,gun
𠍿,gun
𣻻,gun
𤎽,gun
𤪔,gun
𥕜,gun
𥖏,gun
𩸘,gun
貫,gun
㒶,gung
㓋,gung
㓚,gung
㓛,gung
㔶,gung
㣉,gung
㤨,gung
㧬,gung/ung
㫒,gung
㭟,gung
㯯,gung
㺬,gung
㼦,gung
䂬,gung
䇨,gung
䔈,gung
䡗,gung
䢼,gung
䣏,gung
䰸,gung
䱋,gung
䲲,gung
䳍,gung
供,gung
公,gung
共,gung
功,gung
匑,gung
嗊,gung/hung
塨,gung
宮,gung
工,gung
巭,gung
幊,gung
廾,gung/jaa/je
弓,gung
弖,gung
恭,gung
愩,gung/hung
慐,gung
拱,gung
拲,gung
攻,gung
杛,gung
栱,gung
渱,gung/hung
熕,gung
玜,gung
珙,gung
碽,gung
穹,gung/hung/kung
篢,gung/lung
糼,gung
紅,gung/hung
羾,gung/hung
芎,gung/hung/kung
蚣,gung
蛬,gung
貢,gung
躬,gung
躳,gung
輁,gung
鞏,gung
髸,gung
魟,gung/hung
龏,gung
龔,gung
𠬞,gung
𡎴,gung
𢓁,gung
𢣁,gung
𨫋,gung
𫋐,gung
嗗,gut/gwat/waat
㧓,gwaa
䈑,gwaa
䒷,gwaa/kut
䫚,gwaa
冎,gwaa
剮,gwaa/waa
卦,gwaa
啩,gwaa
坬,gwaa
媧,gwaa/wo
寡,gwaa
挂,gwaa
掛,gwaa/kwaa
栝,gwaa/kut
歄,gwaa
瓜,gwaa
絓,gwaa/waa
緺,gwaa/gwo/waa
罣,gwaa/waa
胍,gwaa
腡,gwaa/lo
蝸,gwaa/waa/wo
褂,gwaa/kwaa
詿,gwaa/waa
踻,gwaa
騧,gwaa/waa
㔞,gwaai
㧔,gwaai
㾩,gwaai
䂯,gwaai
䂷,gwaai
䊽,gwaai
䓒,gwaai
乖,gwaai
叏,gwaai
夬,gwaai
怪,gwaai
恠,gwaai
拐,gwaai
枴,gwaai
柺,gwaai
箉,gwaai
罫,gwaai/waa
𧊅,gwaai
摑,gwaak/gwok
䚪,gwaan
䤽,gwaan
丱,gwaan
慣,gwaan
摜,gwaan
擐,gwaan/waan
烪,gwaan
瘝,gwaan
癏,gwaan
綸,gwaan/leon
躀,gwaan
遦,gwaan
関,gwaan
闗,gwaan
關,gwaan
鰥,gwaan
鱞,gwaan
𠴨,gwaan
俇,gwaang/hong
誆,gwaang/gwong/hong
逛,gwaang/kwaang
䀨,gwaat
䏦,gwaat
傄,gwaat
刮,gwaat
劀,gwaat
括,gwaat/gwat/kut
捖,gwaat/jyun
趏,gwaat/wut
颳,gwaat
㑧,gwai
㔲,gwai
㔳,gwai
㧪,gwai
㨳,gwai
㪈,gwai
㰪,gwai
㱕,gwai
㲹,gwai
㳵,gwai
㸵,gwai
㻁,gwai
㻑,gwai
䁛,gwai
䃽,gwai
䅅,gwai
䆴,gwai
䌆,gwai
䍯,gwai
䕚,gwai
䝿,gwai
䞈,gwai
䠏,gwai
䠩,gwai
䢜,gwai
䣀,gwai
䣒,gwai
䤥,gwai
䳏,gwai/kyut
亀,gwai
佹,gwai
刲,gwai/kwai
劌,gwai
匭,gwai
匱,gwai
厬,gwai
圭,gwai
垝,gwai
姽,gwai/ngai
媯,gwai
媿,gwai/kwai
嬀,gwai
季,gwai
宄,gwai
嶡,gwai/kyut
嶥,gwai
帰,gwai
廆,gwai/wai
恑,gwai
悸,gwai
撅,gwai/gwat/kyut/zyut
撌,gwai
攱,gwai
昋,gwai
晷,gwai
暩,gwai/zai
朹,gwai/kau
桂,gwai
樻,gwai
櫷,gwai
歸,gwai/kwai
汣,gwai
洈,gwai/ngai
洼,gwai/waa
湀,gwai/kwai
溈,gwai
溎,gwai
潙,gwai
炅,gwai/gwing
猤,gwai
珪,gwai/gwei
瑰,gwai
璝,gwai
瓌,gwai
痵,gwai
癸,gwai
皀,gwai
皈,gwai
瞶,gwai/kui
硅,gwai
祪,gwai
簋,gwai
簣,gwai
籄,gwai
聭,gwai
胿,gwai
膭,gwai
茥,gwai/kwai
蓕,gwai
蕢,gwai
藈,gwai/kwai
蛫,gwai
袿,gwai
觤,gwai
詭,gwai
貴,gwai
赽,gwai/kyut
跪,gwai
蹶,gwai/kyut
軌,gwai
邽,gwai
郌,gwai
鐀,gwai
鑎,gwai
閨,gwai
闠,gwai/kui/wui
陒,gwai
鞼,gwai
餽,gwai
饋,gwai
騩,gwai/kwai
鬼,gwai
鮭,gwai
鯚,gwai
鱖,gwai/kyut
鱥,gwai
𡞳,gwai
𣪕,gwai
𣵾,gwai
𥕏,gwak
㙥,gwan
㚬,gwan
㡓,gwan
㨰,gwan
㫻,gwan
㯻,gwan
㱎,gwan
㴫,gwan
䃂,gwan
䎾,gwan
䐊,gwan
䙛,gwan
䜇,gwan
䝍,gwan
䵪,gwan
丨,gwan
君,gwan
均,gwan/kwan/wan
姰,gwan
婫,gwan
崐,gwan
崑,gwan/kwan
惃,gwan
抣,gwan
捃,gwan/kwan
掍,gwan/wan
昆,gwan/kwan
晜,gwan/kwan
桾,gwan
棍,gwan
汮,gwan
混,gwan/wan
渾,gwan/wan
滾,gwan
焜,gwan/kwan/wan
珺,gwan/kwan
琨,gwan/kwan
皸,gwan
皹,gwan
睔,gwan
睴,gwan
磙,gwan
筠,gwan/wan
緄,gwan/kwan
緷,gwan/kwan/wan
莙,gwan/kwan
蓘,gwan
蔉,gwan
蚐,gwan
蜫,gwan
衮,gwan
袀,gwan
袞,gwan/kwan
裩,gwan
裷,gwan
褌,gwan
覠,gwan
謴,gwan
軍,gwan
輥,gwan/kwan
郡,gwan
鈞,gwan/kwan
銁,gwan
銞,gwan
鋆,gwan/wan
錕,gwan/kwan
鍕,gwan
頵,gwan/wan
鮌,gwan
鮶,gwan
鯀,gwan/kwan
鯤,gwan/kwan
鵘,gwan
鵾,gwan/kwan
鶤,gwan/kwan
麇,gwan/kwan
麏,gwan
麕,gwan/kwan
𠃌,gwan
𠣕,gwan
𣇉,gwan
𥕦,gwan
𥳾,gwan
𦶧,gwan
𨍽,gwan
𨎊,gwan
𨛦,gwan
𨧡,gwan
𪊽,gwan
䍔,gwang
䎕,gwang
䐵,gwang
䧀,gwang
厷,gwang
彋,gwang/wang
渹,gwang
硡,gwang/wang
肱,gwang
薨,gwang
觥,gwang
觵,gwang
訇,gwang
軣,gwang
輷,gwang
轟,gwang
鍧,gwang
𠃋,gwang
𡆀,gwang
𥔀,gwang
㒴,gwat
㭾,gwat
㻕,gwat
㾶,gwat
䓛,gwat/wat
䘿,gwat
䠇,gwat
䤎,gwat
䮩,gwat
䰬,gwat
倔,gwat
傦,gwat
僪,gwat/jyut/kyut
尳,gwat/wat
屈,gwat/wat
崛,gwat
弡,gwat
愲,gwat
憰,gwat/kyut
杚,gwat/koi
榾,gwat
汩,gwat/wat
淈,gwat
滑,gwat/waat
縎,gwat
繘,gwat/leot/wat
蓇,gwat
譎,gwat/kyut
趉,gwat/gyut/kyut
蹫,gwat
镼,gwat/wat
闕,gwat/kyut
餶,gwat
骨,gwat
鶌,gwat
鶻,gwat/wat
𡲬,gwat
𥇣,gwat
𨃴,gwat
𠺌,gwe
𪚩,gwi
㶁,gwik
㷦,gwik
䂆,gwik
䦗,gwik
䧍,gwik
䱛,gwik/kwik
伵,gwik
侐,gwik/kwik
殈,gwik
洫,gwik/kwik
淢,gwik/kwik/wik
湨,gwik
犑,gwik
狊,gwik
盢,gwik
綌,gwik/kwik
聝,gwik/gwok
虢,gwik
虩,gwik/hik
覤,gwik
郄,gwik/kwik
郤,gwik/kwik
郹,gwik
閴,gwik
闃,gwik/kwik
隙,gwik/kwik
隟,gwik/kwik
馘,gwik/gwok
鴂,gwik/kyut
鵙,gwik/kyut
鶪,gwik/kyut
鼰,gwik
鼳,gwik
㓏,gwing
㢠,gwing
㤯,gwing
㯋,gwing
㷗,gwing
㷡,gwing
㺾,gwing
䔛,gwing/king
䢛,gwing
䮐,gwing
冂,gwing/tong
冋,gwing
冏,gwing
囧,gwing
坰,gwing
埛,gwing
扃,gwing
檾,gwing
泂,gwing
浻,gwing
澃,gwing
炯,gwing
烓,gwing
烱,gwing
煚,gwing
煛,gwing
熲,gwing
燛,gwing
絅,gwing
綗,gwing
臦,gwing/gwong
臩,gwing/gwong
苘,gwing
蘏,gwing
蘔,gwing
褧,gwing
詗,gwing/hing
迥,gwing
逈,gwing
顈,gwing
駉,gwing
駫,gwing
𢌡,gwing
𥺂,gwing
𠵯,gwit
㳀,gwo
㿆,gwo
䙨,gwo
䴹,gwo
和,gwo/wo/wu
咼,gwo/kwaa/waa/wo
堝,gwo/wo
惈,gwo
戈,gwo
撾,gwo/wo/zaa
渦,gwo/wo
猓,gwo
瘑,gwo
簻,gwo/zaa
粿,gwo
菓,gwo
蜾,gwo
裹,gwo
褁,gwo
輠,gwo/wui
過,gwo
鐹,gwo
